ID;sexe;situation_relationnelle;duree_relation;sexe_partenaire;enceinte;partenaire_enceinte;enfants;souhait_enfant;partenaires_femmes;partenaires_hommes;grossesse_anterieure;grossesse_anterieure_partenaire;grossesse_cont_aucune;grossesse_cont_pres;grossesse_cont_autre;cont_pilule;cont_sterilet;cont_implant;cont_preservatif_masculin;cont_retrait;cont_autres;cont_aucun;nocont_inactivite;nocont_enfant_souhait;nocont_enfant_impossible;pilule_lendemain;pilule_lendemain_cause;opinion_epanouie;opinion_grossir;opinion_contrainte;opinion_difficulte_apres;opinion_sante;probleme_medical;probleme_endometriose;probleme_regles_douloureuses;probleme_acne;medecin_gyneco;medecin_effets_secondaires;medecin_benefices;medecin_risques;mutuelle;renoncement_soins;habitat_TUU2014;demo_age;demo_diplome;demo_revenus;religion_importance;religion_education;politique_gauche_droite;ponderation
128;1;1;3;2;6;3;1;2;6;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;1;2;1;1;5;6;6;6;6;6;6;6;6;96;96;2;7;2;10;96;96;996;1,501616939
129;1;1;3;2;6;3;1;3;15;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;2;2;1;2;6;6;6;6;6;6;6;6;96;96;2;3;5;77;96;96;996;0,344643554
130;2;2;6;6;3;6;2;3;777;7;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;5;5;5;1;5;2;2;1;2;2;6;6;6;1;2;2;6;1;3;2;1;9;0,90563443
131;1;1;3;2;6;3;1;2;4;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;5;3;5;5;6;6;6;6;6;6;6;6;1;2;1;5;3;12;1;2;5;0,742721047
132;1;1;3;2;6;3;2;1;1;0;6;2;6;6;6;1;2;2;2;1;2;2;6;6;6;6;2;4;3;2;3;4;6;6;6;6;6;6;6;6;1;2;3;1;5;9;1;2;4;0,985729872
133;2;2;6;6;3;6;2;2;2;7;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;6;2;2;1;1;2;1;2;2;2;2;2;6;6;6;1;2;4;4;5;11;1;1;3;0,44240671
134;2;1;3;1;3;6;2;2;0;28;2;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;2;3;3;4;5;2;2;2;2;1;2;2;1;96;96;3;6;5;12;96;96;996;0,441138954
135;2;2;6;6;3;6;1;3;0;1;1;6;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;1;2;2;1;1;2;2;2;2;2;6;6;6;1;2;1;9;1;9;3;1;11;1,914764036
136;2;1;2;1;3;6;2;1;0;7;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;4;2;1;5;5;1;2;1;2;1;2;2;1;1;2;0;1;4;6;1;2;88;0,741780909
137;2;1;3;1;3;6;2;1;0;2;2;6;6;6;6;1;2;2;1;2;2;2;6;6;6;1;66;5;2;1;5;5;2;2;1;2;2;6;6;6;1;2;3;1;3;9;1;2;9;0,735999537
138;1;2;6;6;6;6;1;2;15;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;2;2;2;2;6;6;6;6;6;6;6;6;96;96;2;5;96;96;96;96;996;0,63275679
139;2;2;6;6;3;6;1;2;0;20;1;6;1;2;2;2;2;2;1;2;1;2;6;6;6;5;4;1;5;4;5;3;2;2;1;2;1;2;2;2;1;2;2;5;3;6;2;1;6;0,621138542
140;2;1;3;1;3;6;2;3;0;5;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;3;3;4;5;2;2;2;2;1;1;1;2;1;2;3;3;5;12;1;1;5;0,346634493
141;2;2;6;6;3;6;1;3;0;1;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;5;5;5;5;5;2;2;2;2;2;6;6;6;1;2;0;9;1;11;4;1;11;2,546254984
142;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;5;1;4;5;6;6;6;6;6;6;6;6;1;2;0;7;5;12;1;1;3;0,341958883
143;1;1;2;2;6;3;2;1;2;0;6;2;6;6;6;1;2;2;1;2;2;2;6;6;6;2;5;4;4;3;2;4;6;6;6;6;6;6;6;6;1;2;0;1;3;7;2;2;5;2,102205452
144;1;2;6;6;6;6;1;3;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;3;5;5;6;6;6;6;6;6;6;6;1;2;0;9;3;11;2;1;4;0,871924332
145;2;1;3;1;3;6;1;2;0;8;1;6;2;2;1;2;1;2;2;2;2;2;6;6;6;6;2;4;2;1;4;1;2;1;1;2;1;1;1;2;1;2;3;2;4;12;2;1;10;0,863713659
146;2;1;3;1;3;6;1;2;777;777;6;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;2;2;3;2;2;2;2;2;2;1;2;2;1;1;2;1;5;96;96;96;96;NA;1,246387197
147;1;2;6;6;6;6;2;1;20;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;4;4;2;5;6;6;6;6;6;6;6;6;2;2;4;3;5;9;1;1;7;0,956147351
148;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;1;5;2;5;5;6;6;6;6;6;6;6;6;1;2;3;5;96;96;96;96;NA;0,944401331
149;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;3;3;3;3;2;2;2;2;1;2;2;1;1;2;2;6;4;12;1;1;4;0,787466599
150;2;2;6;6;3;6;2;3;0;10;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;1;5;2;5;2;2;2;2;2;2;6;6;6;1;2;0;8;3;6;1;2;5;0,329744657
151;1;1;3;1;6;6;2;2;0;8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;2;2;0;5;3;13;1;1;6;0,288484389
152;2;1;3;1;3;6;2;3;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;1;2;5;5;2;2;2;1;1;1;1;2;1;2;2;1;3;9;2;1;6;0,652788129
153;2;1;2;1;3;6;2;1;0;2;1;6;2;2;1;2;2;2;2;1;1;2;6;6;6;6;3;4;1;1;1;1;2;2;1;2;1;1;2;2;1;2;3;2;2;3;3;1;6;0,445566904
154;2;2;6;6;3;6;1;2;0;5;2;6;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;1;2;2;4;2;2;1;2;2;1;1;1;2;1;2;3;5;4;9;1;1;3;0,647747377
155;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;2;5;2;2;2;2;2;1;2;2;1;1;2;1;5;4;77;1;2;7;0,607862781
156;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;6;3;2;2;2;3;5;2;2;2;2;1;1;2;2;1;2;4;2;5;13;1;2;8;0,565689332
157;1;1;2;2;6;3;1;2;9;0;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;1;5;1;2;2;6;6;6;6;6;6;6;6;1;2;2;6;3;13;1;1;9;0,562014032
158;2;1;3;1;3;6;2;3;0;3;2;6;6;6;6;2;2;2;1;1;2;2;6;6;6;6;6;1;1;1;1;2;2;2;2;2;2;6;6;6;1;2;0;4;96;5;4;1;77;1,006799443
159;2;1;2;1;3;6;2;1;0;3;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;2;3;1;2;2;1;1;2;1;1;1;2;2;2;3;3;3;6;2;1;6;0,350005657
160;1;1;3;2;6;2;2;1;4;0;6;2;6;6;6;2;2;2;2;2;2;1;2;1;1;1;66;1;5;5;5;5;6;6;6;6;6;6;6;6;1;2;2;4;3;11;1;2;6;0,893912082
161;2;1;3;1;3;6;1;1;0;2;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;4;3;2;3;2;2;2;2;2;2;6;6;6;1;2;0;2;4;11;2;1;6;0,737882177
162;2;1;2;2;3;6;1;2;2;13;1;6;1;2;2;2;2;2;2;2;2;1;2;2;2;6;3;1;3;3;2;2;1;2;2;2;1;2;1;2;1;1;1;6;5;9;1;2;1;0,280493253
163;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;2;2;2;1;2;2;2;2;1;2;1;2;1;2;0;4;4;12;4;1;3;0,461499952
164;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;2;2;5;2;2;1;2;1;2;1;2;1;2;0;5;3;9;1;1;3;0,261510053
165;1;1;3;2;6;3;1;3;888;888;6;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;3;1;2;3;6;6;6;6;6;6;6;6;1;2;0;8;2;11;1;1;8;1,194184926
166;2;1;3;1;3;6;2;2;0;8;1;6;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;7;3;12;2;1;6;0,555483423
167;2;1;3;1;3;6;2;2;0;1;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;2;5;2;2;5;2;2;2;2;1;2;2;1;1;2;0;6;1;12;1;1;8;3,538940695
168;1;1;2;2;6;3;2;1;15;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;4;3;2;1;2;5;5;6;6;6;6;6;6;6;6;1;2;2;1;4;6;1;2;5;0,397842778
169;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;3;2;3;2;5;2;2;2;2;1;2;2;1;1;2;0;5;96;96;1;1;6;0,551711368
170;1;1;3;2;6;2;1;1;6;0;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;4;2;4;1;3;6;6;6;6;6;6;6;6;1;2;0;1;2;10;2;2;9;0,821546118
171;2;2;6;6;3;6;2;3;1;1;2;6;6;6;6;7;7;7;7;7;7;7;6;6;6;1;66;1;5;5;5;5;2;2;2;2;1;2;2;1;1;2;2;9;1;9;1;1;2;0,910864804
172;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;5;3;2;2;2;6;6;6;6;6;6;6;6;1;2;0;8;2;6;2;1;6;0,599932608
173;2;2;6;6;3;6;2;2;0;2;2;6;6;6;6;2;2;2;2;1;2;2;6;6;6;6;3;4;1;4;4;4;2;2;2;2;2;6;6;6;1;2;1;4;1;3;1;2;6;1,367107805
174;1;1;3;1;6;6;1;2;0;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;2;3;3;4;6;6;6;6;6;6;6;6;1;2;3;6;1;10;1;2;6;1,539675434
175;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;5;2;2;2;3;2;2;2;2;1;2;2;1;1;2;2;5;4;12;1;1;4;0,628489542
176;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;4;4;2;5;2;2;2;2;2;1;1;1;2;1;2;2;3;5;11;1;2;3;0,379616588
177;2;1;3;1;3;6;1;2;0;2;2;6;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;3;2;2;1;3;2;2;2;2;1;2;2;1;1;2;0;5;1;77;2;1;6;1,521754778
178;1;2;6;6;6;6;2;1;3;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;5;2;5;6;6;6;6;6;6;6;6;1;2;2;1;3;8;2;2;4;2,607258114
179;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;2;2;2;5;5;6;6;6;6;6;6;6;6;1;2;2;8;3;77;2;1;5;0,792895796
180;2;2;6;6;3;6;2;2;0;888;6;6;6;6;6;7;7;7;7;7;7;7;6;6;6;1;66;2;5;4;5;5;2;2;2;2;1;2;2;1;1;2;4;9;1;8;1;2;4;1,333831092
181;1;2;6;6;6;6;2;2;30;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;5;5;5;6;6;6;6;6;6;6;6;2;1;4;4;2;3;2;1;3;2,561600099
182;1;1;1;2;6;3;1;2;5;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;3;3;2;5;6;6;6;6;6;6;6;6;1;2;2;7;1;13;2;1;7;1,902144375
183;1;1;3;2;6;3;2;2;5;0;6;2;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;2;5;3;5;5;6;6;6;6;6;6;6;6;1;2;1;5;2;3;1;1;6;0,500508382
184;2;1;3;1;3;6;1;2;0;8;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;5;3;2;5;1;2;1;2;1;1;2;2;96;96;4;5;2;5;96;96;996;1,460635067
185;1;2;6;6;6;6;1;3;5;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;1;5;5;6;6;6;6;6;6;6;6;2;1;1;5;1;4;4;2;6;1,122124627
186;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;2;1;2;2;1;2;1;1;2;6;6;6;1;1;4;3;3;10;1;2;4;1,172208935
187;1;1;1;2;6;3;1;1;99;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;4;5;5;1;1;6;6;6;6;6;6;6;6;8;1;4;5;96;96;7;7;88;2,334012591
188;1;1;3;2;6;3;2;2;5;0;6;1;1;2;2;2;2;1;2;2;2;2;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;1;0;4;2;77;1;2;2;0,560040216
189;2;1;3;1;3;6;1;2;0;1;1;6;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;2;2;1;2;3;2;2;1;2;1;1;2;2;1;1;4;3;3;10;2;2;10;1,253451139
190;2;1;3;1;3;6;1;2;0;7;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;1;2;1;3;5;5;2;2;2;2;1;1;1;2;1;2;2;3;4;7;1;2;4;0,283321355
191;1;1;2;2;6;3;2;1;10;0;6;1;2;2;1;2;2;2;1;2;2;2;6;6;6;5;3;2;2;3;5;2;6;6;6;6;6;6;6;6;1;1;2;1;1;5;2;2;9;0,626327239
192;1;1;3;1;6;6;2;2;0;30;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;5;2;5;6;6;6;6;6;6;6;6;1;2;3;4;5;10;2;1;7;0,617774648
193;1;2;6;6;6;6;2;3;777;777;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;88;1;5;5;5;5;6;6;6;6;6;6;6;6;1;2;4;1;3;4;1;2;77;1,550072483
194;2;1;3;1;3;6;2;3;0;3;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;2;3;3;5;1;2;2;2;1;1;1;2;1;1;1;6;4;10;1;1;11;0,311262381
195;2;1;3;2;3;6;2;1;12;0;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;5;2;2;5;2;2;2;2;2;6;6;6;1;1;3;2;5;9;1;2;4;0,404105187
196;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;3;3;2;5;6;6;6;6;6;6;6;6;1;2;3;4;5;12;1;2;5;0,411382859
197;1;1;3;2;6;3;1;1;1;0;6;1;1;2;2;2;2;2;1;1;2;2;6;6;6;1;66;2;1;4;4;2;6;6;6;6;6;6;6;6;1;2;3;3;5;12;2;1;8;0,344643554
198;2;1;3;1;3;6;1;2;2;40;1;6;1;2;2;2;2;2;2;2;2;1;1;2;1;6;3;1;3;2;5;4;2;1;2;2;1;2;2;1;1;2;3;6;1;10;1;2;3;1,361466194
199;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;6;3;1;1;1;5;2;2;2;2;2;1;1;2;2;1;2;4;2;5;9;1;1;3;0,550736598
200;1;2;6;6;6;6;2;1;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;6;6;6;6;6;6;6;6;6;6;6;6;6;1;2;0;1;2;5;2;1;11;0,583565214
201;2;2;6;6;3;6;1;3;0;8;1;6;2;2;1;2;2;2;2;2;2;1;1;2;1;1;66;2;3;2;3;3;2;2;2;2;1;2;2;1;1;2;1;6;2;4;1;1;4;0,449311185
202;2;1;3;1;3;6;1;2;0;6;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;4;2;5;2;2;2;2;1;2;2;1;1;2;3;8;1;7;2;1;6;1,728699717
203;1;1;3;2;6;3;1;2;5;0;6;1;2;1;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;4;5;5;6;6;6;6;6;6;6;6;1;2;0;9;2;9;3;1;10;0,597092463
204;2;2;6;6;3;6;2;1;0;15;1;6;1;2;2;1;2;2;1;2;2;2;6;6;6;1;66;5;3;3;4;5;2;2;1;2;1;2;1;2;1;1;2;2;5;9;1;1;3;0,264447315
205;1;2;6;6;6;6;2;1;10;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;1;3;2;5;6;6;6;6;6;6;6;6;96;96;0;1;4;4;96;96;996;1,712133056
206;1;2;6;6;6;6;1;2;25;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;2;3;4;3;6;6;6;6;6;6;6;6;1;1;1;5;2;3;1;1;5;0,438376307
207;1;2;6;6;6;6;2;1;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;1;1;2;3;1;2;5;1,951236185
208;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;2;2;2;2;1;2;2;6;6;6;1;66;1;4;4;2;1;2;2;2;2;1;1;2;2;1;2;0;3;3;12;2;1;4;0,56664271
209;2;1;3;1;3;6;2;2;0;1;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;4;2;2;1;1;1;2;2;1;2;2;1;1;1;0;9;2;9;1;1;6;1,42596827
210;2;1;3;1;3;6;2;2;0;2;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;6;1;1;3;4;2;1;2;2;2;2;6;6;6;2;1;0;9;1;88;2;1;88;2,546254984
211;1;1;3;2;6;3;1;3;20;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;1;6;3;2;3;2;5;5;6;6;6;6;6;6;6;6;1;1;0;8;2;9;1;1;1;1,625771152
212;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;6;2;12;1;1;7;1,05199614
213;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;3;3;2;3;6;6;6;6;6;6;6;6;2;2;0;3;4;12;2;1;6;0,573966365
214;1;1;3;2;6;3;1;2;20;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;2;1;3;3;6;6;6;6;6;6;6;6;1;2;3;5;96;96;96;96;NA;0,59041034
215;2;1;3;1;3;6;1;3;0;1;1;6;2;1;2;2;2;2;2;2;2;1;2;2;1;1;66;3;1;2;1;2;2;2;2;2;1;2;2;1;1;2;1;9;4;11;4;1;9;0,564381015
216;1;1;3;1;6;6;1;2;4;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;3;1;2;1;3;6;6;6;6;6;6;6;6;1;2;0;5;96;96;96;96;NA;0,573966365
217;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;0;3;5;11;1;1;4;0,580483446
218;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;1;1;4;1;2;2;2;2;1;1;2;2;1;2;3;4;1;11;2;1;11;0,925310264
219;1;1;3;2;6;3;1;1;4;0;6;1;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;5;2;2;2;2;6;6;6;6;6;6;6;6;1;2;3;5;2;9;2;1;11;0,629352124
220;2;2;6;6;3;6;2;3;0;11;2;6;6;6;6;2;2;2;2;2;2;1;1;2;1;1;66;4;5;3;4;5;2;2;2;2;2;6;6;6;2;1;3;7;5;5;1;1;2;0,467482554
221;1;1;3;2;6;3;1;2;40;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;2;2;5;1;6;6;6;6;6;6;6;6;1;2;0;6;2;6;2;1;3;0,563069919
222;1;1;3;2;6;3;1;2;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;5;2;5;5;6;6;6;6;6;6;6;6;1;2;2;8;5;13;2;1;4;0,733776023
223;1;1;3;2;6;3;1;3;15;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;2;5;5;5;5;6;6;6;6;6;6;6;6;1;2;2;9;2;77;1;1;3;2,156167228
224;2;2;6;6;3;6;2;3;0;6;2;6;6;6;6;2;2;2;2;2;1;2;6;6;6;6;3;1;5;2;5;2;2;2;2;1;1;1;1;2;1;1;2;5;2;4;1;1;1;0,440330636
225;2;2;6;6;3;6;1;2;0;8;2;6;6;6;6;2;2;2;2;2;2;1;2;2;2;6;3;1;4;4;4;4;2;2;2;2;1;2;2;2;1;1;3;8;2;5;1;2;6;0,609411675
226;2;1;3;1;3;6;1;3;0;8;1;6;2;1;2;2;2;2;2;2;2;1;2;2;1;1;66;1;3;3;2;3;2;2;1;2;1;1;2;2;1;2;3;9;3;11;2;1;4;0,257673049
227;1;2;6;6;6;6;2;1;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;4;2;3;4;2;6;6;6;6;6;6;6;6;1;2;2;1;5;12;1;2;4;1,102086078
228;2;1;3;1;3;6;1;2;0;5;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;6;3;1;1;1;4;1;2;2;2;1;1;1;2;2;1;2;3;5;3;11;1;2;6;0,299475467
229;2;1;3;1;3;6;2;3;0;20;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;6;1;2;3;1;4;2;2;2;2;1;1;2;2;1;1;2;1;2;77;2;1;7;0,914907439
230;1;1;3;2;6;3;1;2;10;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;2;3;2;1;6;6;6;6;6;6;6;6;1;2;2;7;1;11;1;1;7;1,151132407
231;2;1;3;1;3;6;2;2;2;20;1;6;2;1;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;3;2;2;2;2;2;2;1;2;2;1;1;2;2;6;5;11;3;1;8;0,36379641
232;2;1;3;1;2;6;2;1;0;20;1;6;2;2;1;2;2;2;2;2;2;1;2;1;2;1;66;5;2;2;1;5;2;2;2;2;1;1;1;2;1;2;0;5;1;6;1;1;88;0,685225156
233;1;1;3;2;6;3;2;2;5;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;5;5;3;2;2;6;6;6;6;6;6;6;6;1;2;0;6;2;8;2;1;8;0,44660731
234;1;1;3;2;6;3;2;2;5;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;5;3;5;5;6;6;6;6;6;6;6;6;1;2;0;3;3;88;3;1;9;0,866470864
235;2;1;3;1;3;6;2;2;0;4;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;4;2;2;1;4;2;1;1;1;2;6;6;6;1;1;0;4;5;11;3;1;8;0,379616588
236;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;4;2;2;2;2;2;2;2;2;6;6;6;1;1;0;7;1;11;2;1;8;1,264947124
237;1;2;6;6;6;6;1;2;15;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;3;3;3;5;6;6;6;6;6;6;6;6;1;1;2;5;1;6;1;1;6;0,900432805
238;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;1;2;2;2;2;6;6;6;1;66;1;4;1;2;5;6;6;6;6;6;6;6;6;1;2;1;5;3;13;2;1;8;0,352786235
239;2;1;3;1;3;6;2;1;0;6;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;1;5;2;2;1;1;2;2;2;2;1;1;1;2;1;2;3;1;1;7;3;2;4;0,400141038
240;2;2;6;6;3;6;1;3;0;2;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;5;3;4;5;1;2;2;1;2;6;6;6;1;1;3;8;5;11;1;1;1;0,244190655
241;2;2;6;6;3;6;2;1;0;6;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;1;3;4;4;4;5;2;2;1;2;1;2;2;1;1;1;4;1;3;6;3;1;6;0,679810139
242;1;1;3;2;6;3;1;1;9;0;6;1;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;2;5;2;4;5;6;6;6;6;6;6;6;6;1;2;2;3;3;12;1;1;5;0,676355741
243;1;1;3;2;6;1;1;2;8;0;6;1;1;2;2;6;6;6;6;6;6;6;6;6;6;6;3;5;5;2;2;5;6;6;6;6;6;6;6;6;96;96;0;2;5;11;96;96;996;0,40940561
244;2;1;3;1;3;6;1;3;0;10;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;6;3;4;1;2;4;5;2;2;1;1;1;2;2;2;1;1;2;6;3;12;2;1;1;0,497873424
245;2;1;3;1;3;6;1;3;0;20;1;6;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;1;5;2;4;4;2;2;1;1;1;1;2;2;1;2;4;7;5;77;1;2;77;0,498969802
246;2;1;3;1;3;6;1;2;0;10;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;6;1;5;2;2;4;2;2;2;1;2;1;1;1;2;1;1;2;3;5;12;3;1;7;0,379616588
247;1;1;3;2;6;3;1;2;5;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;2;2;5;2;6;6;6;6;6;6;6;6;1;2;0;4;1;10;2;1;8;0,84407908
248;1;1;3;2;6;3;1;3;3;0;6;1;2;2;1;2;2;2;2;2;2;1;1;2;1;1;66;2;4;4;5;5;6;6;6;6;6;6;6;6;1;2;0;9;3;12;1;1;4;0,871924332
249;2;1;3;1;3;6;1;2;0;1;1;6;2;1;2;2;2;2;1;2;2;2;6;6;6;1;66;1;1;5;4;5;2;2;1;2;1;2;2;2;1;2;3;5;3;77;3;1;5;1,221653824
250;2;1;3;1;3;6;1;2;0;8;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;3;2;1;4;2;2;2;2;2;1;2;2;2;1;2;0;6;2;11;1;1;11;0,703124803
251;1;1;3;2;6;2;2;1;4;0;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;2;1;2;5;5;6;6;6;6;6;6;6;6;1;2;0;4;2;13;1;2;4;0,523474271
252;2;1;3;1;3;6;1;3;0;3;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;3;3;3;2;2;2;1;1;1;2;2;1;1;2;3;5;2;9;1;2;6;0,56327546
253;2;2;6;6;3;6;1;3;0;5;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;2;4;5;5;2;2;2;2;1;2;2;1;1;2;0;6;2;12;1;1;7;0,468218456
254;2;1;3;1;3;6;1;2;0;10;1;6;1;2;2;2;2;1;2;2;2;2;6;6;6;6;3;2;2;2;4;5;1;2;2;2;1;1;1;2;1;1;0;4;2;11;2;2;5;1,093279244
255;2;2;6;6;3;6;2;2;0;1;2;6;6;6;6;7;7;7;7;7;7;7;6;6;6;1;66;2;1;4;1;2;2;2;2;2;1;2;2;1;1;2;0;5;3;7;2;1;11;0,446713596
